id,bookname,author,publish,originame,translater,ptime,pages,price,zhuangzheng,books,isbn,starts,commentcnt,weburl,bookintro,authorintro
484,重塑用户体验,[美]威尔森,清华大学出版社,无,无,2010-7,359,49.00,平装,None,9787302227915,7.9,72,https://book.douban.com/subject/4903260/,"本书为用户体验过程提供了一种易于传承的导览——从定义用户需求到实际的设计、模型制作以及最终的评估。卓越的用户界面设计并非仅仅与美学有关，也不只是使用最先进的技术——设计师还必须确保他们设计的产品能够提供一种令人意想不到的用户体验。这就需要经历用户需求分析、可用性测试、人物角色创建、原型化、设计草图绘制和最终产品评估的完整过程。本书汲取了YMorgarl Kaufmann出版公司交互技术系列最畅销书中久经考验和最可信赖的精华部分，并以一种典型的项目结构展现给大家。ChaunceyWilsorl带领每位读者穿越各个章节，引领每一阶段，解释其中的情境，着重阐述它们在用户体验生命周期中的重要意义，为读者提供了创建有用、易用和人们实际想用的网页与网站的实用操作指南。","Chauncey Wilson，Autodesk公司用户研究高级经理，Bentley学院HFID(人因整合分部)研究生课程的教师：有着超过25年的可用性工程、可用性管理和产品开发管理的业界经历。 Chauncey还在CHI(机人交互)、UPA(可用性专业协会)、HFES(美国人因工程学会)、APA(美国心理学家协会)和STC(美国技术通讯学会)会议上发表了数十篇论文，并作为合著者，撰写了The Handbook of HCI(人机交互手册)和Cost-Justifying Usability(调整可用性成本)中的部分章节。目前正在与UPA合作，开发可用性知识体系(BoK)。"
485,哈利·波特密匙,无,北京赛迪电子出版社,无,无,2005-10,393,38.0,平装,None,9787900176684,7.9,131,https://book.douban.com/subject/1458404/,深入理解哈利·波特魔法世界的百科全书！　　《哈利·波特密匙》中的内容主要来自已经出版的前5本书，即《哈利·波特与魔法石》、《哈利·波特与密室》、《哈利·波特与阿兹卡班的囚徒》、《哈利·波特与火焰杯》和《哈利·波特与凤凰社》。《哈利·波特与魔法世界》中凡引用书中文字部分，都在相应文字之后给出说明。另外，还有一些内容来自《神奇动物在哪里》和《神奇的魁地奇运动》，因为这些内容与哈利·波特的故事有着比较紧密的联系，所以也收录在内。,
486,哈利・波特的“母亲”――J・K・罗琳传,无,九洲出版社,无,无,2005-8,210,24.8,平装,None,9787801953704,6.5,140,https://book.douban.com/subject/1435045/,"失业的中年女教师如何成为大不列颠最富有的女人之一?《哈利·波特》为何风靡全球? 当拥有了盛名和财富后，她又在做些什么?本书将追溯罗琳的童年生活；披露罗琳的早期职涯；讲述罗琳成名的故事；揭秘罗琳的神秘爱情。",
487,网络是怎样连接的,无,人民邮电出版社,"ネットワークはなぜつながるのか 第2版",无,2017-1-1,336,"CNY 49.00",平装,图灵程序设计丛书,9787115441249,9.2,261,https://book.douban.com/subject/26941639/,本书以探索之旅的形式，从在浏览器中输入网址开始，一路追踪了到显示出网页内容为止的整个过程，以图配文，讲解了网络的全貌，并重点介绍了实际的网络设备和软件是如何工作的。目的是帮助读者理解网络的本质意义，理解实际的设备和软件，进而熟练运用网络技术。同时，专设了“网络术语其实很简单”专栏，以对话的形式介绍了一些网络术语的词源，颇为生动有趣。本书图文并茂，通俗易懂，非常适合计算机、网络爱好者及相关从业人员阅读。,作者简介：户根勤早先从事软件开发，后进入网络行业。曾供职于日本网络设备厂商（外资企业）和国内网络集成商，从事产品开发和技术咨询等工作。在工作之余还进行演讲、写作等活动。1998年离开公司，开始以演讲、写作以及运营论坛为主业。译者简介：周自恒资深技术图书译者、全栈程序员、自然科学爱好者。初中时曾获得信息学奥赛天津赛区一等奖，曾任某管理咨询公司战略技术总监。译有《图解CIO工作指南（第4版）》《大数据的冲击》《代码的未来》《30天自制操作系统》《图解密码技术》《家用游戏机简史》《有趣的二进制》等。
488,体验设计白书,无,人民邮电出版社,无,无,2016-8,188,49.00元,平装,None,9787115427090,9.1,61,https://book.douban.com/subject/26857698/,本书讲述体验设计理念。主要内容包括：体验的定义和设计原则，体验设计的流程及具体实例，体验设计过程中会用到的工具、遇到的主要问题。,"张玳体验设计师，软件工程师，写作者，翻译者，前创业者。曾任ThoughtWorks中国区体验设计团队 Lead，负责设计团队的运营、培训以及设计业务的拓展。现在作为ThoughtWorks高级咨询师，从业务、设计和技术等维度为不同行业的客户提供全面软件产品解决方案咨询服务，有着丰富的体验设计和软件研发经验。曾在ScrumGathering、IxDC、UXPA、柴火空间、敏捷之旅、Intel 芯世界社会创新周、深圳工业设计大展等会议和活动上做设计相关的演讲和工作坊，传播体验设计的理念和方法。著有《我们要自学》，译有《精益创业实战》《精益设计》《互联网思维的企业》《倒漏斗营销》《软件之道》等图书，并有《精益创业》系列视频课程。作者博客 neverdai.com"
489,UCD火花集2,UCDChina,人民邮电出版社,无,无,2011-4,240,35.00元,平装,UCD火花集,9787115249302,6.9,500,https://book.douban.com/subject/6114207/,本书收集了UCDChina第一本博客集出版之后的两年间，UCDChina收录的、更广泛范围的文章，内容涵盖了互联网产品设计的方方面面。第1～6章，讨论了职业的分工、通用的设计方法和原则；第5～16章，热议了互联网上常见的功能、服务和应用，如排序、评论和评价、屏幕分辨率和布局等，同时也讨论了部分具体的产品形态，如微博、群组、邮箱、地图、相册、电子商务等。第17章，仍然是大家喜闻乐见的UED故事，毕竟生活无处不体验。第18章，收录了UCDChina这两届年会中所分享的一些实例和实践者的观点。本书适合有一定工作经验，从事产品设计、产品策划、交互设计、视觉设计、用户研究、前端开发、网站运营以及所有与互联网相关的从业人员阅读。,UCDChina.com是一个开放的专业社区，聚集了一群在用户体验、界面设计、用户研究等相关领域的从业人员，UCDChina的创始人也在以上领域有多年的从业经验。UCDChina致力于推动用户体验设计在产品设计过程中的良性发展。以让更多的人了解用户体验设计的真正价值、让更多的企业合理有效的应用体验设计为己任。
490,设计网事,无,清华大学出版社,无,无,2010-1,264,38.00元,平装,None,9787302217992,7.6,433,https://book.douban.com/subject/4233474/,"本书由国内顶级互联网产品设计师讲解国内Web Design八年发展史，是国内第一本互联网产品设计领域的个人原创出版物。本书是结合作者多年实践经验，在业内率先总结出清晰严谨的知识结构。第1章介绍互联网产品；第2章分析“少即是多”的设计理念；第3章阐述“以用户为中心”的设计；第4章分解“架构”和“交互”不同目的的设计理念；第5章论证敏捷迭代的互联网产品设计团队协作方法；第6章强调客户端技术实现的重要性；第7章还原SEO本质，并提出正确的执行思路；第8章列举典型产品设计案例和方案；第9章从职业设计师角度总结可持续发展之路；第10章用生活中的遭遇来阐述UCD思想。为了方便读者查阅，本书还专门提供了除目录索引之外的语录、标签索引。《设计网事》前言：http://blog.rexsong.com/?p=6130",千鸟，互联网产品设计师、架构师，UCDChina发起人。计算机背景，曾习软件开发、网络通讯和系统工程。专注于互联网技术领域UCD理论的转化与实践，是中国本土互联网产品相关行业的最早期从业者之一。分别服务过大陆和海外的软件、网络、广告公司，做过相关领域咨询顾问和培训师。98年触网，01年建站，04年开始写网志，迄今浏览量愈千万。从传统页面设计，到结合互联网技术系统化实践，在网络互动娱乐、电子商贸、在线广告、户外旅行、人文地理等行业应用有丰富积累，对内容组织、信息服务、社会化网络等新媒体产品形态有较深入研究。个人网站：http://rexsong.com
491,构建高性能Web站点,郭欣,电子工业出版社,无,无,2009-8,402,59.00元,None,None,9787121093357,8.6,1246,https://book.douban.com/subject/3924175/,本书围绕如何构建高性能Web站点，从多个方面、多个角度进行了全面的阐述，涵盖了Web站点性能优化的几乎所有内容，包括数据的网络传输、服务器并发处理能力、动态网页缓存、动态网页静态化、应用层数据缓存、分布式缓存、Web服务器缓存、反向代理缓存、脚本解释速度、页面组件分离、浏览器本地缓存、浏览器并发请求、文件的分发、数据库I/O优化、数据库访问、数据库分布式设计、负载均衡、分布式文件系统、性能监控等。在这些内容中充分抓住本质并结合实践，通过通俗易懂的文字和生动有趣的配图，让读者充分并深入理解高性能架构的真相。同时，本书充分应用跨学科知识和科学分析方法，通过宽泛的视野和独特的角度，将本书的内容展现得更加透彻和富有趣味。,"郭欣,曾在腾讯网基础平台研发团队,负责诸多Web应用的开发和技术管理,并致力于性能研究和实践推广.在加入腾讯之前,获得国家系统分析师职称.目前在工作之余从事独立研究,其中包括高性能Web架构和Web敏捷开发框架,并且积极投身开源事业,同时在为SmartcDeveloper系列进行创作."
492,UCD火花集,UCDChina,人民邮电出版社,无,无,2009,196,25.00元,平装,UCD火花集,9787115198365,7.4,1326,https://book.douban.com/subject/3670867/,本书收集了UCDChina上线以来推出的13个话题，内容涵盖了产品设计的全部流程，按顺序集结到第一到第十三章中，讨论了如何研究用户、如何将用户需求应用到产品设计中、如何传达和协作。在第十四章，几位设计师分享了生活中的UE故事。第十五章，列举了一些实例和实践者的观点。本书适合有一定工作经验，从事产品设计、产品策划、交互设计、视觉设计、用户研究、前端开发、网站运营，以及所有与互联网有关的从业人员阅读。,
493,用户体验草图设计,比尔·巴克斯顿,电子工业出版社,无,无,2009-11,413,168.00元,平装,None,9787121097560,7.7,603,https://book.douban.com/subject/4201552/,"《用户体验草图设计:正确地设计,设计得正确(全彩)》：比尔·盖茨亲笔推荐版人因国际、百度、华为、微软、腾讯用户体验部门联合推荐!","比尔·巴克斯顿本是音乐家出身，早在三十多年前便在他的艺术工作中应用计算机，这些早期经验，使他对科学技术的方方面面有了深刻的理解。后来他开始投身设计与研究，重点探讨人机交互以及科技的用户层面。 巴克斯顿曾于20世纪70年代末在多伦多大学从事研究，开发数字乐器，并大胆采用种种新颖的界面，自此一举成名，业界无人不晓。不久，施乐帕克研究中心留意到他的创新设计，让他参与一些前瞻性研究，如协同工作、交互技术以及普式计算等。后来，巴克斯顿又相继在SGI公司和Alias I Wavefront公司担任首席科学家。在此期间，他接触到了许多世界上一流的电影制片人和工业设计师。 目前，比尔·巴克斯顿在微软任职，成为研究的中坚为量。按照比尔·盖茨的介绍，巴克斯顿的主要工作有两方面：一是研究，二是致力将设计融叁公司文化核心。"
494,人机交互：以用户为中心的设计和评估,无,清华大学出版社,无,无,2003-9-1,218,28.00,平装(无盘),None,9787302070030,7.0,139,https://book.douban.com/subject/1229999/,本书综述部分介绍了与“用户为中心的设计和评估”方法相关的背景知识及发展概况。其后，分3篇分别介绍了解用户、用户界在设计和可用性评估的内容及一些相关的研究专题。最后，第11章讨论了在组织中实施以用户为中心的设计的专题。本书主要面向的读者包括：软件或网站的设计人员。同时本书也可成为“现代人因工程学”及“以用户为中心的设计”的教材，还可作为软件或网站公司经理的提高用户满意度或提升公司形象的手册。,
495,"Deep Web File #網絡奇談",无,"點子出版Idea Publication",无,无,2015-6-10,296,HKD$88.00,平装,"Deep Web File",9789881361189,7.5,131,https://book.douban.com/subject/26436506/,"Deep Web 黑暗網絡用普通瀏覽器進入不了的網絡世界，充滿難以想像的神秘活動，人口販賣、血腥儀式、邪教結社……*甚麼是Deep Web？*該如何進入Deep Web？*Deep Web 裡有甚麼不可告人的秘密？Urban Legend都市傳聞表世界流傳大量都市傳說，看完這10個最駭人的聽聞，你可能連網絡也不敢再上……*一段影片就可以令人自殺？*一個「正常」的色情影片網站應該有甚麼看？*一張不可不Share的照片？*一個可以令人長生不老的賺錢魔盒？*一個來自地獄的YouTube Channel？","恐懼鳥大學就讀犯罪學和心理學，2014年7月在Facebook開設專頁「恐懼鳥」擅長各類型的都市傳說或恐怖故事。有幸在網民熱心的轉載下，文章得以在中國內地、香港、台灣地區流傳。從小喜歡蒐集世界各地的都市傳說和恐怖奇聞，並希望將恐懼在人群中散播，讓人們反思生命的意義。Facebook Fan Pagewww.facebook.com/scarybirdhongkong"
496,就这么简单,无,清华大学出版社,无,无,2008-06-01,301,79.00元,平装,None,9787302169994,7.6,249,https://book.douban.com/subject/3118374/,就这么简单：Web开发中的可用性和用户体验，ISBN：9787302169994，作者：向怡宁,
497,"PHP和MySQL Web开发(原书第4版)",无,机械工业出版社,"PHP and MySQL Web Development, Fourth Edition",无,2009,714,95.00元,16开,开发人员专业技术丛书,9787111262817,8.3,747,https://book.douban.com/subject/3549421/,"本书将PHP开发与MySQL应用相结合，分别对PHP和MySQL做了深入浅出的分析，不仅介绍PHP和MySQL的一般概念，而且对PHP和MySQL的Web应用做了较全面的阐述，并包括几个经典且实用的例子。.本书是第4版，经过了全面的更新、重写和扩展，包括PHP 5.3最新改进的特性（例如，更好的错误和异常处理），MySQL的存储过程和存储引擎，Ajax技术与Web 2.0以及Web应用需要注意的安全问题。...","Laura Thomson是Mozilla公司的高级软件工程师。之前，她是OmniTI公司和Tangled Web Design公司的合伙人。此外，Laura曾经在RMIT大学和波士顿顾问集团工作过。她获得了应用科学（计算机科学）的学士学位和工程学（计算机系统工程）学士学位。在她的空闲时间，她非常喜欢骑马，讨论免费软件和开源软件以及睡觉。.Luke Welling是OmniTI公司的一位Web架构师，他经常在一些国际会议（例如，OSCON， ZendCon， MySQLUC，HPCon，OSDC以及LinuxTag）中就开源和Web开发的话题发表演讲。在加入OmniTI公司.."
498,破茧成蝶：用户体验设计师的成长之路,无,人民邮电出版社,无,无,2014-7,282,69.00,平装,None,9787115353054,8.6,982,https://book.douban.com/subject/25915629/,市面上已经有很多专业的用户体验书籍，但解决用户体验设计师在职场中遇到的众多现实问题的图书并不多见。本书从用户体验设计师的角度出发，系统地介绍了其职业生涯中的学习方法、思维方式、工作流程等，覆盖了用户体验设计基础知识、设计师的角色和职业困惑、工作流程、需求分析、设计规划和设计标准、项目跟进和成果检验、设计师职业修养以及需要具备的意识等，力图帮助设计师解决在项目中遇到的一些常见问题，找到自己的职业成长之路。本书由资深的一线用户体验设计师编写，书中融入了宝贵的职业经验和专业思考，对于交互设计师、视觉设计师、用户研究员等具有一定参考价值和借鉴意义；同时，本书也适用于产品经理、运营、开发等用户体验相关人员以及相关专业的学生阅读思考。,刘津，现为阿里巴巴交互设计专家，北京大学数字艺术系硕士。2009年至今从事交互设计工作5年。2010年加入网易用户体验设计中心，后担任网易技术部UED主管，负责交互、视觉、用研团队的管理。是网易多款产品的设计体验负责人。2014年加入阿里。个人博客：http:blog.sina.com.cn/legene李月，网易移动中心交互设计师，设计艺术学硕士。曾在淘宝UED工作，目前供职于网易。先后参与网易彩票、网易新闻客户端等产品的用户体验设计。负责项目前期的设计分析、交互设计、细节体验提升等工作。对于Web端和移动端均有较为丰富的经验。个人博客：http://leeyue.me
499,Web前端黑客技术揭秘,无,电子工业出版社,无,无,2013-1,361,59.00元,平装,None,9787121192036,7.6,228,https://book.douban.com/subject/20451827/,Web前端的黑客攻防技术是一门非常新颖且有趣的黑客技术，主要包含Web前端安全的跨站脚本（XSS）、跨站请求伪造（CSRF）、界面操作劫持这三大类，涉及的知识点涵盖信任与信任关系、Cookie安全、Flash安全、DOM渲染、字符集、跨域、原生态攻击、高级钓鱼、蠕虫思想等，这些都是研究前端安全的人必备的知识点。本书作者深入剖析了许多经典的攻防技巧，并给出了许多独到的安全见解。本书适合前端工程师阅读，同时也适合对Web前端各类安全问题或黑客攻防过程充满好奇的读者阅读，书中的内容可以让读者重新认识到Web的危险，并知道该如何去保护自己以免受黑客的攻击。,"钟晨鸣，毕业于北京化工大学，网名：余弦。国内著名Web安全团队xeye成员，除了爱好Web Hacking外，还对宇宙学、人类学等保持着浓厚兴趣。2008年加入北京知道创宇信息技术有限公司，现任研究部总监，团队致力于Web安全与海量数据研究，并进行相关超酷平台的实现。如果大家想和我交流，可以私信我微博：weibo.com/evilcos，同时本书的最新动态也会发布在我的微博上。徐少培，毕业于河北工业大学。网名：xisigr。国内著名Web安全团队xeye成员。2008年加入北京天融信公司，现任北京天融信资深安全专家，重点负责安全研究工作，主要研究领域包括：WEB安全、HTML5安全、浏览器安全、协议分析等。同时也是国内信息安全大会常见的演讲者。我的微博：weibo.com/xisigr，希望可以和大家交流。"
500,应需而变,无,机械工业出版社,无,无,2009,123,29.00元,None,None,9787111265672,7.5,338,https://book.douban.com/subject/3665205/,"要在当今不断变化、不可预知的市场中获得成功，企业需要重新全面地考虑、架构自己的战略。抛弃从内而外的研发新产品，企业需要开始从外而内地着眼于流程，并且从用户体验开始。这是一种新的思维和工作方式，能够将还在市场环境中挣扎的公司转变为创新的、灵敏的、成功的组织。企业需要形成一系列新的竞争力：定性的用户研究：了解用户行为和动机；开放式设计流程：将新创意转化为优秀用户体验；敏捷的技术实现：快速创建原型，并将它们从白板上转移到能提供反馈的人群中。在本书中，Adaptive Path，领先的体验战略和设计公司，讲述了成功的企业如何通过用户体验来塑造自己的产品研发流程，从头到尾。",
501,"Secrets of the JavaScript Ninja",无,"Manning Publications",无,无,2012-11-28,392,"USD 39.99",Paperback,None,9781933988696,9.3,191,https://book.douban.com/subject/3176860/,,
502,影的告别,鲁迅,浙江文艺,无,无,2007-4,262,25.00元,None,None,9787533924645,8.5,48,https://book.douban.com/subject/2058956/,"“名典书坊”着眼现代大家传世篇什，遴选最具阅读价值也最具人文承载之艺术精品，以作家个人各体创作为单册，拟将陆续分辑推出。自从上个世纪八十年代中期以来，本社整理出版现代作家集册凡二三百种，曾先后编有“现代经典作家诗文全编系列”、“世纪文存”、“摩登文本”等现代作品文库。　　本书为鲁迅散文集，收录鲁迅散文多篇，内容包括题辞、秋夜、影的告别、求乞者、我的失恋、复仇、复仇（其二）、希望、雪、风筝、好的故事、过客、死火、狗的驳诘、失掉的好地狱、墓碣文、颓败线的颤动、立论、死后、这样的战士、聪明人和傻子和奴才、腊叶、淡淡的血痕中、一觉、朝花夕拾、小引、狗·猫·鼠、、阿长与《山海经》、《二十四孝图》、 五猖会、无常、从百草园到三味书屋、父亲的病、琐记、藤野先生、范爱农、后记、夜记杂感 、自言自语、生命的路等等。",
503,Web表单设计,[美]LukeWroblewski,清华大学出版社,"Web Form Design: Filling in the Blanks",无,2010-6,220,49.00元,平装,None,9787302225157,8.6,561,https://book.douban.com/subject/4886100/,精心设计的表单，能让用户感到心情舒畅，愉快地注册、付款和进行内容创建和管理，这是促成网上商业成功的秘密武器。本书通过独到、深邃的见解，丰富、真实的实例，道出了表单设计的真谛。新手设计师通过阅读本书，可广泛接触到优秀表单设计的所有构成要素。经验丰富的资深设计师，可深入地了解以前没有注意到的问题及解决方案。本书专为表单设计或开发人员准备，但同时也适合可用性工程师、网站开发人员、产品经理、视觉设计师、交互设计师、信息架构人员以及任何一个涉及表单与调查问卷设计的人员阅读和参考。,"Luke Wroblewski：一切都始于大学一年级。那时候，我下午上艺术课，深夜“猫”在机房写代码，完成计算机作业。从那时起，我就萌发了平衡表单与功能的想法。抱着这种想法，我去了国家超级计算机应用中心(National Center for Supercomputing Application，NCSA)工作，那里诞生了第一代大众图形界面的网络浏览器NCSA Mosaic。互联网通过设计和技术产生用户体验。我那时满脑子想的都这些。"
504,LTE教程,无,电子工业出版社,无,无,2014-1-1,215,"CNY 49.00",平装,LTE教程,9787121219153,,None,https://book.douban.com/subject/25863668/,本书是专为LTE学习而打造的，内容脱胎于作者深受好评的LTE公开课程，并加以完善和增补，循序渐进，娓娓道来，非常适合初学者学习。本书浓墨重彩地介绍了LTE的两大关键技术：OFDM以及多天线，在OFDM原理部分揭开了OFDM技术不为人知的许多内情，作者提出的能量正交概念也会让读者耳目一新。在OFDM实现部分，还会有很多颠覆性的内容，比如IFFT算法不是生成OFDM的唯一算法，让读者为之一震。在多天线部分，作者分门别类，介绍了三大多天线的形态，定量分析了各种TM发射模式的差异，强调了可用度非常重要的观点。本书适合从零起点到已经对LTE技术有所了解的人士阅读，并且可以作为LTE自学和培训的教材。,
505,一桩事先张扬的谋杀案,[哥伦比亚]加西亚·马尔克斯,中国文联出版公司,无,无,1992年6月,440页,8.80元,平装,二十世纪外国中篇小说精选,9787505906853,8.3,117,https://book.douban.com/subject/2304072/,,
506,文艺风象,无,长江文艺出版社,无,无,2012-8-1,128,16.80元,平装,None,9787535467782,7.7,615,https://book.douban.com/subject/27071936/,这是一本属于宅的特辑，宅的精神贯彻始终。继《消夏》之后，文艺风象推出又一档夏季主题特辑。特辑从主观与感性的角度出发，在诠释“宅”这一种特殊生活状态的同时，将情绪性话题延展开来，结合相关的爱好、消遣方式与日常话题，组成了一本属于宅人的生活手册：生活是随意的，而又是执着的；有很多细节值得勾勒，有很多值得分享的遭遇，也有更多私密的感受和念头。这些都在栏目中通过各种有趣的形式得以展现。,"2011——2012年度各大颁奖典礼多项新人奖得主，中国新生代知名男演员——林更新；2006年“闪亮新主播”亚军，知名青年女主持人——吴昕；爱尔兰电影<Once>女主角，2008年奥斯卡最佳原创歌曲<Falling Slowly>创作、演唱者之一，捷克斯洛伐克音乐才女——Markéta Irglová；王小立、猫某人、林壁炫，加一（罗罗布作者）、MarvinP,夏小鲟、过期猫粮、三月一、baiiiiiiii，加菓，个性作家、画家、摄影师合力搭建宅居王国。"
507,"光辉岁月,不说再见",无,北京联合出版公司,无,无,2016-1-1,336,"CNY 36.00",平装,None,9787550264502,6.5,76,https://book.douban.com/subject/26692429/,"每一首路过心上的粤语歌,都是一封时光藏下的情书。香港乐坛30年，谁惊艳了你的时光，谁温柔了你的岁月？知名乐评人毛球（本名苗欣宇）以独特的视角，带领我们穿越30年时空，回到香港音乐的黄金岁月。从第一首流行粤语歌的诞生，到张国荣、梅艳芳、谭咏麟的登顶，从四大天王的峥嵘岁月，到巨星落幕的瑟瑟寒秋，这里既有香港音乐的风雨史话，也有你我共同的青春旅程。曾经的经典，如今的怀念。那些被贴上时光标签的音乐，是温暖过我们的拥抱，也是我们拥抱过的青春。30年的精选，总有那么一首歌，一段故事，惊艳过你的时光，温柔过你的岁月。扫描书中的二维码，发现每一份精心制作的歌单，一同聆听记忆深处的回响。","毛球本名苗欣宇,自由撰稿人,乐评人。在各类报刊发表文章近百万字,参与编著、编译图书多种,作品包括《观世音密码》《传世唐卡》《仓央嘉措诗传》等。家中珍藏数百张音乐专辑, 对香港音乐尤为热爱,是资深发烧友。目前客居广州,听歌,遛狗,写字,做饭。"
508,金庸十二钗,无,北京联合出版公司,无,无,2017-7-1,272,45.00元,平装,金庸江湖,9787559600509,7.7,38,https://book.douban.com/subject/27074769/,※“金庸江湖”论坛版主、网络知名金庸小说评论家武五陵作品首次结集出版。※资深媒体人李岷、李逾求，畅销书作家慕容素衣推荐。古墓派创派祖师林朝英，“小东邪”郭襄，明教波斯总教教主小昭，毒手药王关门弟子程灵素……金庸用一支生花妙笔，在十五部小说中塑造了数十位女性角色，她们性格各异，在各自的江湖中做出自己的选择，走向了不同的人生结局。本书精选12位金庸小说中的女性角色，从全新的角度对她们进行解读。马屁经、敲竹杠、侠客、面子、起哄……几十个词条构成了本书下篇的主要内容，作者由《鹿鼎记》的情节发散开来，以小见大，戏说《鹿鼎记》中与中国历史上的庙堂、江湖与国民性，并为男主角韦小宝单辟一节，以幽默、犀利的语言重新检视了出身底层的韦小宝的传奇经历。,武五陵，毕业于中国人民大学新闻学院，先后在新华社、《中国国家地理》《中国企业家》等单位供职，曾作为访问学者赴美国加州大学伯克利分校进修，现为骨朵传媒创始人及CEO。业余时间写作，作品散见于《万科周刊》《花溪》《文苑》等杂志。
509,"About Face 3 交互设计精髓",无,电子工业出版社,无,无,2008-11,363,72.00元,16开,None,9787121070174,8.6,1230,https://book.douban.com/subject/3279105/,本书是一本数字产品和系统的交互设计指南，全面系统地讲述了交互设计过程、原理和方法，涉及的产品和系统有个人电脑上的个人和商务软件、Web应用、手持设备、信息亭、数字医疗系统、数字工业系统等。运用本书的交互设计过程和方法，有助于了解使用者和产品之间的交互行为，进而更好地设计出更具吸引力和更具市场竞争力的产品。全书分成3篇：第1篇描述了“目标导向设计”，详细讨论了用户和设计的过程及思想；第2篇讲的是交互设计的原则，可以帮助您在较高层次上去把握设计；第3篇则介绍具体的细节方面的界面设计原则。本书结构清晰、深入浅出，是一本难得的大师经典之作。本书的读者对象包括数字产品和系统的交互设计师、用户界面设计师、项目经理、可用性工程师等，以及目前正在学习交互设计和用户界面设计专业的本科和研究生等。,
510,索尼设计，塑造现代,无,浙江人民出版社,"Sony Design: Making Modern",无,2017-6-1,280,259.00元,精装,湛庐文化·财富汇,9787213079030,8.3,90,https://book.douban.com/subject/27079098/,"《索尼设计，塑造现代》简单追溯索尼创建史、设计师访谈，并以短篇漫画的形式描述索尼初期的创业轶事。产品设计选集收录索尼全盛时期最优秀、最牛工业设计作品，并对展示产品的特点和设计作了简单介绍。精装大度16开全彩色印刷，125款“改为天下先”象征尖端科技的电子产品，280页450幅高清图片，完美诠释“这个星球上最懂工业设计的公司”索尼矢志不渝的创新精神、对品质和性能的执着追求，以及对新兴技术创新潜力的着迷。本书再现索尼从创立初期至今70年间所创造出的经典产品设计，以及对全球文化产生的影响。书中收录 Walkman、Handycam、PlayStation等经典消费类电子产品并深入探讨索尼在这些产品上所作出的努力。","迪耶·萨迪奇 Deyan Sudjic，英国伦敦设计博物馆馆长，毕业于爱丁堡大学建筑系。曾担任伦敦金斯顿大学艺术设计和建筑系主任，英国皇家艺术学院客座教授。奇普·基德 Chip Kidd，世界最著 名的书籍装帧大师之一，毕业于宾夕法尼亚州立大学。曾荣获史密森尼学会所属库珀休伊特国家设计博物馆颁发的“国家传播设计奖”。伊恩·卢纳 Ian Luna，艺术与设计领域知名作家、资深出版人。"
511,点石成金,[美]史蒂夫·克鲁克,机械工业出版社,无,无,2006-8,147,39.00元,平装,用户体验专辑,9787111184829,8.5,5977,https://book.douban.com/subject/1827702/,可用性设计是Web设计中最重要也是最困难的一项任务。《点石成金》的作者根据自己多年从业的经验，剖析用户的心理，在用户使用的模式、为浏览进行设计、导航设计、主页布局、可用性测试等方面提出了许多独特的观点，并给出了大量简单、易行的可用性设计的建议。这本书短小精悍，语言轻松诙谐，书中穿插大量色彩丰富的屏幕截图、趣味丛生的卡通插图以及包含大量信息的图表，使枯燥的设计原理变得平易近人。此书适合从事Web设计和Web开发的技术人员阅读，特别适合为如何留住访问者而苦恼的网站/网页设计人员阅读。,
512,VoIP技术构架,无,人民邮电出版社,无,无,2008-4,292,45.00元,None,None,9787115175908,6.3,13,https://book.douban.com/subject/3025910/,"《VoIP技术构架(第2版)》解释了今天的一个基本的电话架构的建立和工作、有关语音和数据组网的主要概念、在数据网上传输语音和与电话系统互联的IP信令协议。通过阅读《VoIP技术构架(第2版)》，读者可以理解企业与公共电话组网、IP组网和语音在IP网络传输的相关知识；学习数据语音网络集成的种种注意事项；验证基本VoIP信令协议(H.323、MGCP/H.248、SIP)和已有的主要语音信令协议(ISDN、C7/SS7)；探索VoIP怎样以更有效和更广泛的方式来实现现有电话系统上的应用；深入研究抖动、时延、分组丢失、编码、QoS工具和安全等VoIP主题。   点击链接进入新版 ： VoIP技术构架(第2版•修订版)",
513,情感化设计,[美]唐纳德·诺曼,电子工业出版社,"Donald Norman",无,2005-5,206,36.00元,简裝本,None,9787121009402,8.1,2148,https://book.douban.com/subject/1314262/,,唐纳德·A·诺曼，一位享誉全球的认知心理学家。他不仅是美国西北大学计算机科学、心理学和认识知科的教授，加利福尼亚大学圣地哥分校的名誉教授，同时还是尼尔森·诺曼集团的联合创办人和灵魂人物，苹果公司先进技术组的副总裁和一家远程教育公司的管理者。他所阐明的以人为本的设坟原则已深入人心，他所写的《设计心理学》已成了设计人员的必备经典。
